Date,Borough,Pool,Attendance
08/27/2020,Staten Island,Tottenville,186
08/28/2020,Bronx,Crotona,351
08/28/2020,Bronx,Haffen,203
08/28/2020,Bronx,Mullaly,145
08/28/2020,Brooklyn,Betsy Head,197
08/28/2020,Brooklyn,Kosciuszko,579
08/28/2020,Brooklyn,Sunset Park,527
08/28/2020,Manhattan,Hamilton Fish,562
08/28/2020,Manhattan,Jackie Robinson,638
08/28/2020,Manhattan,Marcus Garvey,270
08/28/2020,Manhattan,Wagner,278
08/28/2020,Queens,Astoria,1287
08/28/2020,Queens,Fisher,160
08/28/2020,Queens,Liberty,98
08/28/2020,Staten Island,Lyons,130
08/28/2020,Staten Island,Tottenville,180
08/29/2020,Bronx,Crotona,94
08/29/2020,Bronx,Haffen,22
08/29/2020,Bronx,Mullaly,70
08/29/2020,Brooklyn,Betsy Head,44
08/29/2020,Brooklyn,Kosciuszko,132
08/29/2020,Brooklyn,Sunset Park,217
08/29/2020,Manhattan,Hamilton Fish,152
08/29/2020,Manhattan,Jackie Robinson,99
08/29/2020,Manhattan,Marcus Garvey,112
08/29/2020,Manhattan,Wagner,99
08/29/2020,Queens,Astoria,262
08/29/2020,Queens,Fisher,78
08/29/2020,Queens,Liberty,20
08/29/2020,Staten Island,Lyons,65
08/29/2020,Staten Island,Tottenville,30
08/30/2020,Bronx,Crotona,316
08/30/2020,Bronx,Haffen,121
08/30/2020,Bronx,Mullaly,195
08/30/2020,Brooklyn,Betsy Head,178
08/30/2020,Brooklyn,Kosciuszko,321
08/30/2020,Brooklyn,Sunset Park,390
08/30/2020,Manhattan,Hamilton Fish,488
08/30/2020,Manhattan,Jackie Robinson,512
08/30/2020,Manhattan,Marcus Garvey,118
08/30/2020,Manhattan,Wagner,137
08/30/2020,Queens,Astoria,1036
08/30/2020,Queens,Fisher,267
08/30/2020,Queens,Liberty,183
08/30/2020,Staten Island,Lyons,155
08/30/2020,Staten Island,Tottenville,113
08/31/2020,Bronx,Crotona,91
08/31/2020,Bronx,Haffen,22
08/31/2020,Bronx,Mullaly,140
08/31/2020,Brooklyn,Betsy Head,28
08/31/2020,Brooklyn,Kosciuszko,148
08/31/2020,Brooklyn,Sunset Park,217
08/31/2020,Manhattan,Hamilton Fish,319
08/31/2020,Manhattan,Jackie Robinson,202
08/31/2020,Manhattan,Marcus Garvey,52
08/31/2020,Manhattan,Wagner,45
08/31/2020,Queens,Astoria,0
08/31/2020,Queens,Fisher,111
08/31/2020,Queens,Liberty,22
08/31/2020,Staten Island,Lyons,78
08/31/2020,Staten Island,Tottenville,27
09/01/2020,Bronx,Crotona,66
09/01/2020,Bronx,Haffen,57
09/01/2020,Bronx,Mullaly,78
09/01/2020,Brooklyn,Betsy Head,59
09/01/2020,Brooklyn,Kosciuszko,142
09/01/2020,Brooklyn,Sunset Park,256
09/01/2020,Manhattan,Hamilton Fish,330
09/01/2020,Manhattan,Jackie Robinson,144
09/01/2020,Manhattan,Marcus Garvey,92
09/01/2020,Manhattan,Wagner,24
09/01/2020,Queens,Astoria,317
09/01/2020,Queens,Fisher,82
09/01/2020,Queens,Liberty,73
09/01/2020,Staten Island,Lyons,63
09/01/2020,Staten Island,Tottenville,34
09/02/2020,Bronx,Crotona,46
09/02/2020,Bronx,Haffen,27
09/02/2020,Bronx,Mullaly,40
09/02/2020,Brooklyn,Betsy Head,25
09/02/2020,Brooklyn,Kosciuszko,93
09/02/2020,Brooklyn,Sunset Park,208
09/02/2020,Manhattan,Hamilton Fish,229
09/02/2020,Manhattan,Jackie Robinson,104
09/02/2020,Manhattan,Marcus Garvey,87
09/02/2020,Manhattan,Wagner,23
09/02/2020,Queens,Astoria,305
09/02/2020,Queens,Fisher,112
09/02/2020,Queens,Liberty,56
09/02/2020,Staten Island,Lyons,44
09/02/2020,Staten Island,Tottenville,33
09/03/2020,Bronx,Crotona,152
09/03/2020,Bronx,Haffen,84
09/03/2020,Bronx,Mullaly,157
09/03/2020,Brooklyn,Betsy Head,143
09/03/2020,Brooklyn,Kosciuszko,359
09/03/2020,Brooklyn,Sunset Park,486
09/03/2020,Manhattan,Hamilton Fish,426
09/03/2020,Manhattan,Jackie Robinson,199
09/03/2020,Manhattan,Marcus Garvey,222
09/03/2020,Manhattan,Wagner,58
09/03/2020,Queens,Astoria,860
09/03/2020,Queens,Fisher,184
09/03/2020,Queens,Liberty,134
09/03/2020,Staten Island,Lyons,195
09/03/2020,Staten Island,Tottenville,107
09/04/2020,Bronx,Crotona,143
09/04/2020,Bronx,Haffen,177
09/04/2020,Bronx,Mullaly,211
09/04/2020,Brooklyn,Betsy Head,177
09/04/2020,Brooklyn,Kosciuszko,502
09/04/2020,Brooklyn,Sunset Park,611
09/04/2020,Manhattan,Hamilton Fish,484
09/04/2020,Manhattan,Jackie Robinson,499
09/04/2020,Manhattan,Marcus Garvey,228
09/04/2020,Manhattan,Wagner,134
09/04/2020,Queens,Astoria,1428
09/04/2020,Queens,Fisher,327
09/04/2020,Queens,Liberty,142
09/04/2020,Staten Island,Lyons,231
09/04/2020,Staten Island,Tottenville,238
09/05/2020,Bronx,Crotona,179
09/05/2020,Bronx,Haffen,145
09/05/2020,Bronx,Mullaly,145
09/05/2020,Brooklyn,Betsy Head,193
09/05/2020,Brooklyn,Kosciuszko,369
09/05/2020,Brooklyn,Sunset Park,486
09/05/2020,Manhattan,Hamilton Fish,449
09/05/2020,Manhattan,Jackie Robinson,305
09/05/2020,Manhattan,Marcus Garvey,253
09/05/2020,Manhattan,Wagner,136
09/05/2020,Queens,Astoria,1069
09/05/2020,Queens,Fisher,241
09/05/2020,Queens,Liberty,120
09/05/2020,Staten Island,Lyons,81
09/05/2020,Staten Island,Tottenville,109
09/06/2020,Bronx,Crotona,256
09/06/2020,Bronx,Haffen,191
09/06/2020,Bronx,Mullaly,171
09/06/2020,Brooklyn,Betsy Head,237
09/06/2020,Brooklyn,Kosciuszko,366
09/06/2020,Brooklyn,Sunset Park,609
09/06/2020,Manhattan,Hamilton Fish,445
09/06/2020,Manhattan,Jackie Robinson,496
09/06/2020,Manhattan,Marcus Garvey,246
09/06/2020,Manhattan,Wagner,127
09/06/2020,Queens,Astoria,1399
09/06/2020,Queens,Fisher,220
09/06/2020,Queens,Liberty,138
09/06/2020,Staten Island,Lyons,140
09/06/2020,Staten Island,Tottenville,203
09/07/2020,Bronx,Crotona,181
09/07/2020,Bronx,Haffen,86
09/07/2020,Bronx,Mullaly,121
09/07/2020,Brooklyn,Betsy Head,85
09/07/2020,Brooklyn,Kosciuszko,534
09/07/2020,Brooklyn,Sunset Park,596
09/07/2020,Manhattan,Hamilton Fish,612
09/07/2020,Manhattan,Jackie Robinson,357
09/07/2020,Manhattan,Marcus Garvey,325
09/07/2020,Manhattan,Wagner,150
09/07/2020,Queens,Astoria,1234
09/07/2020,Queens,Fisher,381
09/07/2020,Queens,Liberty,116
09/07/2020,Staten Island,Lyons,152
09/07/2020,Staten Island,Tottenville,97
06/26/2021,Bronx,Claremont,227
06/26/2021,Bronx,Crotona,675
06/26/2021,Bronx,Floating Pool,352
06/26/2021,Bronx,Haffen,335
06/26/2021,Bronx,Mapes,233
06/26/2021,Bronx,Mullaly,320
06/26/2021,Bronx,Van Cortlandt,326
06/26/2021,Bronx,Bronx River Playground,0
06/26/2021,Bronx,Edenwald Houses,93
06/26/2021,Brooklyn,Betsy Head,406
06/26/2021,Brooklyn,Bushwick,184
06/26/2021,Brooklyn,Commodore Barry,480
06/26/2021,Brooklyn,Douglas and DeGraw,296
06/26/2021,Brooklyn,Howard,212
06/26/2021,Brooklyn,Kosciuszko,632
06/26/2021,Brooklyn,Red Hook,189
06/26/2021,Brooklyn,Sunset Park,750
06/26/2021,Brooklyn,McCarren Park,864
06/26/2021,Brooklyn,David Fox/PS 251 Pool,57
06/26/2021,Brooklyn,Glenwood Houses,3
06/26/2021,Brooklyn,JHS 57/HS 26 Pool,0
06/26/2021,Brooklyn,Lindower Park,32
06/26/2021,Brooklyn,PS 20 Playground,105
06/26/2021,Queens,Astoria,0
06/26/2021,Queens,Fisher,528
06/26/2021,Queens,Liberty,252
06/26/2021,Queens,Totten,113
06/26/2021,Queens,Marie Curie Park,22
06/26/2021,Queens,PS 186 Playground,27
06/26/2021,Queens,Windmuller,342
06/26/2021,Manhattan,Asser Levy,151
06/26/2021,Manhattan,Tony Dapolito,0
06/26/2021,Manhattan,Dry Dock,319
06/26/2021,Manhattan,Hamilton Fish,821
06/26/2021,Manhattan,Highbridge,1296
06/26/2021,Manhattan,Jackie Robinson,678
06/26/2021,Manhattan,John Jay,469
06/26/2021,Manhattan,Lasker,0
06/26/2021,Manhattan,Marcus Garvey,321
06/26/2021,Manhattan,Sheltering Arms,221
06/26/2021,Manhattan,Thomas Jefferson,503
06/26/2021,Manhattan,Wagner,197
06/26/2021,Manhattan,Abe Lincoln,0
06/26/2021,Manhattan,Frederick Douglass,0
06/26/2021,Manhattan,Vesuvio,70
06/26/2021,Manhattan,Tompkins Square,80
06/26/2021,Staten Island,Faber,181
06/26/2021,Staten Island,Lyons,186
06/26/2021,Staten Island,Tottenville,165
06/26/2021,Staten Island,West Brighton,232
06/26/2021,Staten Island,General Douglas,21
06/26/2021,Staten Island,PS 14 Playground,34
06/26/2021,Staten Island,PS 46 Playground,42
06/27/2021,Bronx,Claremont,257
06/27/2021,Bronx,Crotona,736
06/27/2021,Bronx,Floating Pool,519
06/27/2021,Bronx,Haffen,376
06/27/2021,Bronx,Mapes,513
06/27/2021,Bronx,Mullaly,475
06/27/2021,Bronx,Van Cortlandt,689
06/27/2021,Bronx,Bronx River Playground,0
06/27/2021,Bronx,Edenwald Houses,126
06/27/2021,Brooklyn,Betsy Head,670
06/27/2021,Brooklyn,Bushwick,267
06/27/2021,Brooklyn,Commodore Barry,437
06/27/2021,Brooklyn,Douglas and DeGraw,342
06/27/2021,Brooklyn,Howard,316
06/27/2021,Brooklyn,Kosciuszko,991
06/27/2021,Brooklyn,Red Hook,642
06/27/2021,Brooklyn,Sunset Park,1102
06/27/2021,Brooklyn,McCarren Park,1466
06/27/2021,Brooklyn,David Fox/PS 251 Pool,76
06/27/2021,Brooklyn,Glenwood Houses,39
06/27/2021,Brooklyn,JHS 57/HS 26 Pool,0
06/27/2021,Brooklyn,Lindower Park,77
06/27/2021,Brooklyn,PS 20 Playground,263
06/27/2021,Queens,Astoria,0
06/27/2021,Queens,Fisher,513
06/27/2021,Queens,Liberty,302
06/27/2021,Queens,Totten,341
06/27/2021,Queens,Marie Curie Park,81
06/27/2021,Queens,PS 186 Playground,42
06/27/2021,Queens,Windmuller,407
06/27/2021,Manhattan,Asser Levy,235
06/27/2021,Manhattan,Tony Dapolito,0
06/27/2021,Manhattan,Dry Dock,388
06/27/2021,Manhattan,Hamilton Fish,975
06/27/2021,Manhattan,Highbridge,1138
06/27/2021,Manhattan,Jackie Robinson,641
06/27/2021,Manhattan,John Jay,775
06/27/2021,Manhattan,Lasker,0
06/27/2021,Manhattan,Marcus Garvey,417
06/27/2021,Manhattan,Sheltering Arms,268
06/27/2021,Manhattan,Thomas Jefferson,453
06/27/2021,Manhattan,Wagner,278
06/27/2021,Manhattan,Abe Lincoln,0
06/27/2021,Manhattan,Frederick Douglass,0
06/27/2021,Manhattan,Vesuvio,131
06/27/2021,Manhattan,Tompkins Square,158
06/27/2021,Staten Island,Faber,260
06/27/2021,Staten Island,Lyons,363
06/27/2021,Staten Island,Tottenville,360
06/27/2021,Staten Island,West Brighton,390
06/27/2021,Staten Island,General Douglas,27
06/27/2021,Staten Island,PS 14 Playground,124
06/27/2021,Staten Island,PS 46 Playground,57
06/28/2021,Bronx,Claremont,333
06/28/2021,Bronx,Crotona,1169
06/28/2021,Bronx,Floating Pool,621
06/28/2021,Bronx,Haffen,432
06/28/2021,Bronx,Mapes,670
06/28/2021,Bronx,Mullaly,497
06/28/2021,Bronx,Van Cortlandt,637
06/28/2021,Bronx,Bronx River Playground,0
06/28/2021,Bronx,Edenwald Houses,0
06/28/2021,Brooklyn,Betsy Head,1208
06/28/2021,Brooklyn,Bushwick,316
06/28/2021,Brooklyn,Commodore Barry,420
06/28/2021,Brooklyn,Douglas and DeGraw,550
06/28/2021,Brooklyn,Howard,257
06/28/2021,Brooklyn,Kosciuszko,1284
06/28/2021,Brooklyn,Red Hook,935
06/28/2021,Brooklyn,Sunset Park,1461
06/28/2021,Brooklyn,McCarren Park,2114
06/28/2021,Brooklyn,David Fox/PS 251 Pool,115
06/28/2021,Brooklyn,Glenwood Houses,35
06/28/2021,Brooklyn,JHS 57/HS 26 Pool,0
06/28/2021,Brooklyn,Lindower Park,138
06/28/2021,Brooklyn,PS 20 Playground,329
06/28/2021,Queens,Astoria,2638
06/28/2021,Queens,Fisher,588
06/28/2021,Queens,Liberty,420
06/28/2021,Queens,Totten,488
06/28/2021,Queens,Marie Curie Park,132
06/28/2021,Queens,PS 186 Playground,48
06/28/2021,Queens,Windmuller,433
06/28/2021,Manhattan,Asser Levy,360
06/28/2021,Manhattan,Tony Dapolito,0
06/28/2021,Manhattan,Dry Dock,421
06/28/2021,Manhattan,Hamilton Fish,998
06/28/2021,Manhattan,Highbridge,2048
06/28/2021,Manhattan,Jackie Robinson,1230
06/28/2021,Manhattan,John Jay,720
06/28/2021,Manhattan,Lasker,0
06/28/2021,Manhattan,Marcus Garvey,788
06/28/2021,Manhattan,Sheltering Arms,493
06/28/2021,Manhattan,Thomas Jefferson,884
06/28/2021,Manhattan,Wagner,465
06/28/2021,Manhattan,Abe Lincoln,0
06/28/2021,Manhattan,Frederick Douglass,0
06/28/2021,Manhattan,Vesuvio,171
06/28/2021,Manhattan,Tompkins Square,289
06/28/2021,Staten Island,Faber,409
06/28/2021,Staten Island,Lyons,336
06/28/2021,Staten Island,Tottenville,372
06/28/2021,Staten Island,West Brighton,380
06/28/2021,Staten Island,General Douglas,0
06/28/2021,Staten Island,PS 14 Playground,106
06/28/2021,Staten Island,PS 46 Playground,31
06/29/2021,Bronx,Claremont,309
06/29/2021,Bronx,Crotona,1734
06/29/2021,Bronx,Floating Pool,780
06/29/2021,Bronx,Haffen,689
06/29/2021,Bronx,Mapes,875
06/29/2021,Bronx,Mullaly,607
06/29/2021,Bronx,Van Cortlandt,1572
06/29/2021,Bronx,Bronx River Playground,0
06/29/2021,Bronx,Edenwald Houses,160
06/29/2021,Brooklyn,Betsy Head,1200
06/29/2021,Brooklyn,Bushwick,389
06/29/2021,Brooklyn,Commodore Barry,528
06/29/2021,Brooklyn,Douglas and DeGraw,676
06/29/2021,Brooklyn,Howard,471
06/29/2021,Brooklyn,Kosciuszko,1186
06/29/2021,Brooklyn,Red Hook,1194
06/29/2021,Brooklyn,Sunset Park,2274
06/29/2021,Brooklyn,McCarren Park,1764
06/29/2021,Brooklyn,David Fox/PS 251 Pool,115
06/29/2021,Brooklyn,Glenwood Houses,74
06/29/2021,Brooklyn,JHS 57/HS 26 Pool,0
06/29/2021,Brooklyn,Lindower Park,157
06/29/2021,Brooklyn,PS 20 Playground,383
06/29/2021,Queens,Astoria,3835
06/29/2021,Queens,Fisher,747
06/29/2021,Queens,Liberty,475
06/29/2021,Queens,Totten,599
06/29/2021,Queens,Marie Curie Park,187
06/29/2021,Queens,PS 186 Playground,260
06/29/2021,Queens,Windmuller,378
06/29/2021,Manhattan,Asser Levy,484
06/29/2021,Manhattan,Tony Dapolito,0
06/29/2021,Manhattan,Dry Dock,472
06/29/2021,Manhattan,Hamilton Fish,1036
06/29/2021,Manhattan,Highbridge,2555
06/29/2021,Manhattan,Jackie Robinson,1406
06/29/2021,Manhattan,John Jay,1043
06/29/2021,Manhattan,Lasker,0
06/29/2021,Manhattan,Marcus Garvey,917
06/29/2021,Manhattan,Sheltering Arms,468
06/29/2021,Manhattan,Thomas Jefferson,1196
06/29/2021,Manhattan,Wagner,432
06/29/2021,Manhattan,Abe Lincoln,0
06/29/2021,Manhattan,Frederick Douglass,0
06/29/2021,Manhattan,Vesuvio,247
06/29/2021,Manhattan,Tompkins Square,119
06/29/2021,Staten Island,Faber,669
06/29/2021,Staten Island,Lyons,612
06/29/2021,Staten Island,Tottenville,411
06/29/2021,Staten Island,West Brighton,329
06/29/2021,Staten Island,General Douglas,111
06/29/2021,Staten Island,PS 14 Playground,78
06/29/2021,Staten Island,PS 46 Playground,130
06/30/2021,Bronx,Claremont,528
06/30/2021,Bronx,Crotona,2435
06/30/2021,Bronx,Floating Pool,754
06/30/2021,Bronx,Haffen,703
06/30/2021,Bronx,Mapes,763
06/30/2021,Bronx,Mullaly,604
06/30/2021,Bronx,Van Cortlandt,1725
06/30/2021,Bronx,Bronx River Playground,0
06/30/2021,Bronx,Edenwald Houses,224
06/30/2021,Brooklyn,Betsy Head,1320
06/30/2021,Brooklyn,Bushwick,382
06/30/2021,Brooklyn,Commodore Barry,472
06/30/2021,Brooklyn,Douglas and DeGraw,590
06/30/2021,Brooklyn,Howard,487
06/30/2021,Brooklyn,Kosciuszko,1724
06/30/2021,Brooklyn,Red Hook,1095
06/30/2021,Brooklyn,Sunset Park,2042
06/30/2021,Brooklyn,McCarren Park,2560
06/30/2021,Brooklyn,David Fox/PS 251 Pool,101
06/30/2021,Brooklyn,Glenwood Houses,68
06/30/2021,Brooklyn,JHS 57/HS 26 Pool,39
06/30/2021,Brooklyn,Lindower Park,231
06/30/2021,Brooklyn,PS 20 Playground,175
06/30/2021,Queens,Astoria,3127
06/30/2021,Queens,Fisher,742
06/30/2021,Queens,Liberty,740
06/30/2021,Queens,Totten,651
06/30/2021,Queens,Marie Curie Park,130
06/30/2021,Queens,PS 186 Playground,345
06/30/2021,Queens,Windmuller,448
06/30/2021,Manhattan,Asser Levy,617
06/30/2021,Manhattan,Tony Dapolito,0
06/30/2021,Manhattan,Dry Dock,491
06/30/2021,Manhattan,Hamilton Fish,1958
06/30/2021,Manhattan,Highbridge,2062
06/30/2021,Manhattan,Jackie Robinson,1484
06/30/2021,Manhattan,John Jay,1150
06/30/2021,Manhattan,Lasker,0
06/30/2021,Manhattan,Marcus Garvey,1083
06/30/2021,Manhattan,Sheltering Arms,529
06/30/2021,Manhattan,Thomas Jefferson,1552
06/30/2021,Manhattan,Wagner,488
06/30/2021,Manhattan,Abe Lincoln,0
06/30/2021,Manhattan,Frederick Douglass,0
06/30/2021,Manhattan,Vesuvio,199
06/30/2021,Manhattan,Tompkins Square,186
06/30/2021,Staten Island,Faber,470
06/30/2021,Staten Island,Lyons,755
06/30/2021,Staten Island,Tottenville,284
06/30/2021,Staten Island,West Brighton,314
06/30/2021,Staten Island,General Douglas,63
06/30/2021,Staten Island,PS 14 Playground,196
06/30/2021,Staten Island,PS 46 Playground,61
07/01/2021,Bronx,Claremont,73
07/01/2021,Bronx,Crotona,122
07/01/2021,Bronx,Floating Pool,115
07/01/2021,Bronx,Haffen,125
07/01/2021,Bronx,Mapes,122
07/01/2021,Bronx,Mullaly,224
07/01/2021,Bronx,Van Cortlandt,96
07/01/2021,Bronx,Bronx River Playground,0
07/01/2021,Bronx,Edenwald Houses,33
07/01/2021,Brooklyn,Betsy Head,239
07/01/2021,Brooklyn,Bushwick,39
07/01/2021,Brooklyn,Commodore Barry,96
07/01/2021,Brooklyn,Douglas and DeGraw,82
07/01/2021,Brooklyn,Howard,89
07/01/2021,Brooklyn,Kosciuszko,188
07/01/2021,Brooklyn,Red Hook,211
07/01/2021,Brooklyn,Sunset Park,286
07/01/2021,Brooklyn,McCarren Park,365
07/01/2021,Brooklyn,David Fox/PS 251 Pool,7
07/01/2021,Brooklyn,Glenwood Houses,16
07/01/2021,Brooklyn,JHS 57/HS 26 Pool,27
07/01/2021,Brooklyn,Lindower Park,23
07/01/2021,Brooklyn,PS 20 Playground,84
07/01/2021,Queens,Astoria,418
07/01/2021,Queens,Fisher,291
07/01/2021,Queens,Liberty,79
07/01/2021,Queens,Totten,63
07/01/2021,Queens,Marie Curie Park,39
07/01/2021,Queens,PS 186 Playground,77
07/01/2021,Queens,Windmuller,132
07/01/2021,Manhattan,Asser Levy,74
07/01/2021,Manhattan,Tony Dapolito,0
07/01/2021,Manhattan,Dry Dock,59
07/01/2021,Manhattan,Hamilton Fish,159
07/01/2021,Manhattan,Highbridge,183
07/01/2021,Manhattan,Jackie Robinson,226
07/01/2021,Manhattan,John Jay,140
07/01/2021,Manhattan,Lasker,0
07/01/2021,Manhattan,Marcus Garvey,166
07/01/2021,Manhattan,Sheltering Arms,160
07/01/2021,Manhattan,Thomas Jefferson,188
07/01/2021,Manhattan,Wagner,112
07/01/2021,Manhattan,Abe Lincoln,0
07/01/2021,Manhattan,Frederick Douglass,0
07/01/2021,Manhattan,Vesuvio,59
07/01/2021,Manhattan,Tompkins Square,41
07/01/2021,Staten Island,Faber,67
07/01/2021,Staten Island,Lyons,92
07/01/2021,Staten Island,Tottenville,195
07/01/2021,Staten Island,West Brighton,115
07/01/2021,Staten Island,General Douglas,20
07/01/2021,Staten Island,PS 14 Playground,22
07/01/2021,Staten Island,PS 46 Playground,29
07/02/2021,Bronx,Claremont,66
07/02/2021,Bronx,Crotona,80
07/02/2021,Bronx,Floating Pool,29
07/02/2021,Bronx,Haffen,23
07/02/2021,Bronx,Mapes,118
07/02/2021,Bronx,Mullaly,104
07/02/2021,Bronx,Van Cortlandt,59
07/02/2021,Bronx,Bronx River Playground,0
07/02/2021,Bronx,Edenwald Houses,33
07/02/2021,Brooklyn,Betsy Head,85
07/02/2021,Brooklyn,Bushwick,16
07/02/2021,Brooklyn,Commodore Barry,73
07/02/2021,Brooklyn,Douglas and DeGraw,153
07/02/2021,Brooklyn,Howard,110
07/02/2021,Brooklyn,Kosciuszko,160
07/02/2021,Brooklyn,Red Hook,201
07/02/2021,Brooklyn,Sunset Park,303
07/02/2021,Brooklyn,McCarren Park,238
07/02/2021,Brooklyn,David Fox/PS 251 Pool,27
07/02/2021,Brooklyn,Glenwood Houses,19
07/02/2021,Brooklyn,JHS 57/HS 26 Pool,6
07/02/2021,Brooklyn,Lindower Park,35
07/02/2021,Brooklyn,PS 20 Playground,74
07/02/2021,Queens,Astoria,289
07/02/2021,Queens,Fisher,131
07/02/2021,Queens,Liberty,64
07/02/2021,Queens,Totten,37
07/02/2021,Queens,Marie Curie Park,31
07/02/2021,Queens,PS 186 Playground,4
07/02/2021,Queens,Windmuller,175
07/02/2021,Manhattan,Asser Levy,109
07/02/2021,Manhattan,Tony Dapolito,0
07/02/2021,Manhattan,Dry Dock,77
07/02/2021,Manhattan,Hamilton Fish,324
07/02/2021,Manhattan,Highbridge,369
07/02/2021,Manhattan,Jackie Robinson,89
07/02/2021,Manhattan,John Jay,80
07/02/2021,Manhattan,Lasker,0
07/02/2021,Manhattan,Marcus Garvey,80
07/02/2021,Manhattan,Sheltering Arms,149
07/02/2021,Manhattan,Thomas Jefferson,93
07/02/2021,Manhattan,Wagner,72
07/02/2021,Manhattan,Abe Lincoln,0
07/02/2021,Manhattan,Frederick Douglass,2
07/02/2021,Manhattan,Vesuvio,29
07/02/2021,Manhattan,Tompkins Square,15
07/02/2021,Staten Island,Faber,47
07/02/2021,Staten Island,Lyons,53
07/02/2021,Staten Island,Tottenville,29
07/02/2021,Staten Island,West Brighton,140
07/02/2021,Staten Island,General Douglas,24
07/02/2021,Staten Island,PS 14 Playground,18
07/02/2021,Staten Island,PS 46 Playground,11
07/03/2021,Bronx,Claremont,0
